ResponseID,question,response
R_xme1ds2TMMUf47D,womenrep,4
R_xme1ds2TMMUf47D,lyrics,7
R_xme1ds2TMMUf47D,misogynistlyrics,6
R_xme1ds2TMMUf47D,feministlyrics,6
R_xme1ds2TMMUf47D,genderrepimportant,6
R_xme1ds2TMMUf47D,politicallyrics,7
R_xme1ds2TMMUf47D,FemNeu,0
R_xme1ds2TMMUf47D,Q1,5
R_xme1ds2TMMUf47D,Q2,4.6
R_xme1ds2TMMUf47D,Q3,4
R_xme1ds2TMMUf47D,Q4,3.6
R_xme1ds2TMMUf47D,Q5,4
R_xme1ds2TMMUf47D,Q6,2.8
R_xme1ds2TMMUf47D,Q7,3.6
R_xme1ds2TMMUf47D,TheLucky_one,3.857142857
R_xme1ds2TMMUf47D,WideOpen_spaces,4
R_xme1ds2TMMUf47D,Work_bitch,3.571428571
R_xme1ds2TMMUf47D,Detrim_stable,4.285714286
R_xme1ds2TMMUf47D,Introvert,4
R_2aCzoW3AxpZOyZG,age,2
R_2aCzoW3AxpZOyZG,gender,0
R_2aCzoW3AxpZOyZG,whereareyoufrom,1
R_2aCzoW3AxpZOyZG,timelisteningtomusic,2
R_2aCzoW3AxpZOyZG,genderrep,5
R_2aCzoW3AxpZOyZG,idealgenderrep,6
R_2aCzoW3AxpZOyZG,menrep,2
R_2aCzoW3AxpZOyZG,womenrep,2
R_2aCzoW3AxpZOyZG,lyrics,7
R_2aCzoW3AxpZOyZG,misogynistlyrics,7
R_2aCzoW3AxpZOyZG,feministlyrics,5
R_2aCzoW3AxpZOyZG,genderrepimportant,5
R_2aCzoW3AxpZOyZG,politicallyrics,6
R_2aCzoW3AxpZOyZG,FemNeu,1
R_2aCzoW3AxpZOyZG,Q1,6
R_2aCzoW3AxpZOyZG,Q2,5.4
R_2aCzoW3AxpZOyZG,Q3,5.4
R_2aCzoW3AxpZOyZG,Q4,5.4
R_2aCzoW3AxpZOyZG,Q5,6.4
R_2aCzoW3AxpZOyZG,Q6,1.2
R_2aCzoW3AxpZOyZG,Q7,5.2
R_2aCzoW3AxpZOyZG,Roar,4.285714286
R_2aCzoW3AxpZOyZG,NotReady_TMN,5.142857143
R_2aCzoW3AxpZOyZG,Strongeer,5.285714286
R_2aCzoW3AxpZOyZG,KeepYa_HU,5.285714286
R_2aCzoW3AxpZOyZG,Grown_woman,5
R_3qvwRdo8cRs2EbH,age,2
R_3qvwRdo8cRs2EbH,gender,0
R_3qvwRdo8cRs2EbH,whereareyoufrom,1
R_3qvwRdo8cRs2EbH,timelisteningtomusic,3
R_3qvwRdo8cRs2EbH,genderrep,3
R_3qvwRdo8cRs2EbH,idealgenderrep,7
R_3qvwRdo8cRs2EbH,menrep,5
R_3qvwRdo8cRs2EbH,womenrep,6
R_3qvwRdo8cRs2EbH,lyrics,6
R_3qvwRdo8cRs2EbH,misogynistlyrics,6
R_3qvwRdo8cRs2EbH,feministlyrics,7
R_3qvwRdo8cRs2EbH,genderrepimportant,6
R_3qvwRdo8cRs2EbH,politicallyrics,1
R_3qvwRdo8cRs2EbH,FemNeu,1
R_3qvwRdo8cRs2EbH,Q1,5.6
R_3qvwRdo8cRs2EbH,Q2,4.4
R_3qvwRdo8cRs2EbH,Q3,4
R_3qvwRdo8cRs2EbH,Q4,5.6
R_3qvwRdo8cRs2EbH,Q5,5
R_3qvwRdo8cRs2EbH,Q6,2.8
R_3qvwRdo8cRs2EbH,Q7,6.4
R_3qvwRdo8cRs2EbH,The_man,4.428571429
R_3qvwRdo8cRs2EbH,YouDont_om,5.428571429
R_3qvwRdo8cRs2EbH,Ladies_first,5.285714286
R_3qvwRdo8cRs2EbH,GoodOl_BC,3.857142857
R_3qvwRdo8cRs2EbH,Venom,5.142857143
R_1pFmmiHdsnOf0l6,age,2
R_1pFmmiHdsnOf0l6,gender,0
R_1pFmmiHdsnOf0l6,whereareyoufrom,1
R_1pFmmiHdsnOf0l6,timelisteningtomusic,3
R_1pFmmiHdsnOf0l6,genderrep,6
R_1pFmmiHdsnOf0l6,idealgenderrep,7
R_1pFmmiHdsnOf0l6,menrep,1
R_1pFmmiHdsnOf0l6,womenrep,2
R_1pFmmiHdsnOf0l6,lyrics,6
R_1pFmmiHdsnOf0l6,misogynistlyrics,7
R_1pFmmiHdsnOf0l6,feministlyrics,6
R_1pFmmiHdsnOf0l6,genderrepimportant,5
R_1pFmmiHdsnOf0l6,politicallyrics,5
R_1pFmmiHdsnOf0l6,FemNeu,0
R_1pFmmiHdsnOf0l6,Q1,4
R_1pFmmiHdsnOf0l6,Q2,5.2
R_1pFmmiHdsnOf0l6,Q3,4
R_1pFmmiHdsnOf0l6,Q4,3.4
R_1pFmmiHdsnOf0l6,Q5,4.2
R_1pFmmiHdsnOf0l6,Q6,3.2
R_1pFmmiHdsnOf0l6,Q7,4.8
R_1pFmmiHdsnOf0l6,LastFriday_night,3.857142857
R_1pFmmiHdsnOf0l6,WideOpen_spaces,4.571428571
R_1pFmmiHdsnOf0l6,ThePartys_over,4
R_1pFmmiHdsnOf0l6,Rainbow,3.571428571
R_1pFmmiHdsnOf0l6,Schoolin_life,4.571428571
R_bgELfJInKhlpGP7,age,2
R_bgELfJInKhlpGP7,gender,0
R_bgELfJInKhlpGP7,whereareyoufrom,1
R_bgELfJInKhlpGP7,timelisteningtomusic,3
R_bgELfJInKhlpGP7,genderrep,2
R_bgELfJInKhlpGP7,idealgenderrep,7
R_bgELfJInKhlpGP7,menrep,1
R_bgELfJInKhlpGP7,womenrep,1
R_bgELfJInKhlpGP7,lyrics,5
R_bgELfJInKhlpGP7,misogynistlyrics,5
R_bgELfJInKhlpGP7,feministlyrics,3
R_bgELfJInKhlpGP7,genderrepimportant,5
R_bgELfJInKhlpGP7,politicallyrics,3
R_bgELfJInKhlpGP7,FemNeu,0
R_bgELfJInKhlpGP7,Q1,5.2
R_bgELfJInKhlpGP7,Q2,5.4
R_bgELfJInKhlpGP7,Q3,5
R_bgELfJInKhlpGP7,Q4,5
R_bgELfJInKhlpGP7,Q5,5.4
R_bgELfJInKhlpGP7,Q6,2.2
R_bgELfJInKhlpGP7,Q7,5.4
R_bgELfJInKhlpGP7,WideOpen_spaces,5.428571429
R_bgELfJInKhlpGP7,Work_bitch,5.571428571
R_bgELfJInKhlpGP7,Rainbow,4.428571429
R_bgELfJInKhlpGP7,Ghetto_gospel,5
R_bgELfJInKhlpGP7,Schoolin_life,3.571428571
R_3EKG1NUaLsJd8Xg,age,2
R_3EKG1NUaLsJd8Xg,gender,1
R_3EKG1NUaLsJd8Xg,whereareyoufrom,1
R_3EKG1NUaLsJd8Xg,timelisteningtomusic,2
R_3EKG1NUaLsJd8Xg,genderrep,7
R_3EKG1NUaLsJd8Xg,idealgenderrep,7
R_3EKG1NUaLsJd8Xg,menrep,1
R_3EKG1NUaLsJd8Xg,womenrep,1
R_3EKG1NUaLsJd8Xg,lyrics,5
R_3EKG1NUaLsJd8Xg,misogynistlyrics,3
R_3EKG1NUaLsJd8Xg,feministlyrics,3
R_3EKG1NUaLsJd8Xg,genderrepimportant,1
R_3EKG1NUaLsJd8Xg,politicallyrics,5
R_3EKG1NUaLsJd8Xg,FemNeu,1
R_3EKG1NUaLsJd8Xg,Q1,3.6
R_3EKG1NUaLsJd8Xg,Q2,5.4
R_3EKG1NUaLsJd8Xg,Q3,3.6
R_3EKG1NUaLsJd8Xg,Q4,3.8
R_3EKG1NUaLsJd8Xg,Q5,4.6
R_3EKG1NUaLsJd8Xg,Q6,3.2
R_3EKG1NUaLsJd8Xg,Q7,3.2
R_3EKG1NUaLsJd8Xg,Roar,4.428571429
R_3EKG1NUaLsJd8Xg,NotReady_TMN,4.857142857
R_3EKG1NUaLsJd8Xg,Ladies_first,2.142857143
R_3EKG1NUaLsJd8Xg,GoodOl_BC,4.714285714
R_3EKG1NUaLsJd8Xg,Grown_woman,3.428571429
R_1mOUzbiwlRAbOCy,age,2
R_1mOUzbiwlRAbOCy,gender,0
R_1mOUzbiwlRAbOCy,whereareyoufrom,1
R_1mOUzbiwlRAbOCy,timelisteningtomusic,3
R_1mOUzbiwlRAbOCy,genderrep,2
R_1mOUzbiwlRAbOCy,idealgenderrep,7
R_1mOUzbiwlRAbOCy,menrep,2
R_1mOUzbiwlRAbOCy,womenrep,5
R_1mOUzbiwlRAbOCy,lyrics,5
R_1mOUzbiwlRAbOCy,misogynistlyrics,6
R_1mOUzbiwlRAbOCy,feministlyrics,6
R_1mOUzbiwlRAbOCy,genderrepimportant,6
R_1mOUzbiwlRAbOCy,politicallyrics,5
R_1mOUzbiwlRAbOCy,FemNeu,1
R_1mOUzbiwlRAbOCy,Q1,5.2
R_1mOUzbiwlRAbOCy,Q2,4.6
R_1mOUzbiwlRAbOCy,Q3,4.4
R_1mOUzbiwlRAbOCy,Q4,3.8
R_1mOUzbiwlRAbOCy,Q5,5.2
R_1mOUzbiwlRAbOCy,Q6,6
R_1mOUzbiwlRAbOCy,Q7,5
R_1mOUzbiwlRAbOCy,The_man,3.857142857
R_1mOUzbiwlRAbOCy,YouDont_om,4.142857143
R_1mOUzbiwlRAbOCy,Ladies_first,3.857142857
R_1mOUzbiwlRAbOCy,KeepYa_HU,5.142857143
R_1mOUzbiwlRAbOCy,Grown_woman,4.571428571
R_2B8qqKI26zJfWjo,age,2
R_2B8qqKI26zJfWjo,gender,1
R_2B8qqKI26zJfWjo,whereareyoufrom,1
R_2B8qqKI26zJfWjo,timelisteningtomusic,3
R_2B8qqKI26zJfWjo,genderrep,4
R_2B8qqKI26zJfWjo,idealgenderrep,3
R_2B8qqKI26zJfWjo,menrep,2
R_2B8qqKI26zJfWjo,womenrep,2
R_2B8qqKI26zJfWjo,lyrics,6
R_2B8qqKI26zJfWjo,misogynistlyrics,5
R_2B8qqKI26zJfWjo,feministlyrics,3
R_2B8qqKI26zJfWjo,genderrepimportant,1
R_2B8qqKI26zJfWjo,politicallyrics,7
R_2B8qqKI26zJfWjo,FemNeu,0
R_2B8qqKI26zJfWjo,Q1,4.2
R_2B8qqKI26zJfWjo,Q2,3.6
R_2B8qqKI26zJfWjo,Q3,2
R_2B8qqKI26zJfWjo,Q4,2
R_2B8qqKI26zJfWjo,Q5,3.6
R_2B8qqKI26zJfWjo,Q6,5
R_2B8qqKI26zJfWjo,Q7,1.6
R_2B8qqKI26zJfWjo,LastFriday_night,2.142857143
R_2B8qqKI26zJfWjo,ThePartys_over,2.857142857
R_2B8qqKI26zJfWjo,Rainbow,3.142857143
R_2B8qqKI26zJfWjo,Ghetto_gospel,3.285714286
R_2B8qqKI26zJfWjo,Schoolin_life,2.857142857
R_3jcBm9ErstnQM50,age,2
R_3jcBm9ErstnQM50,gender,0
R_3jcBm9ErstnQM50,whereareyoufrom,1
R_3jcBm9ErstnQM50,timelisteningtomusic,4
R_3jcBm9ErstnQM50,genderrep,2
R_3jcBm9ErstnQM50,idealgenderrep,7
R_3jcBm9ErstnQM50,menrep,4
R_3jcBm9ErstnQM50,womenrep,4
R_3jcBm9ErstnQM50,lyrics,6
R_3jcBm9ErstnQM50,misogynistlyrics,3
R_3jcBm9ErstnQM50,feministlyrics,4
R_3jcBm9ErstnQM50,genderrepimportant,5
R_3jcBm9ErstnQM50,politicallyrics,5
R_3jcBm9ErstnQM50,FemNeu,0
R_3jcBm9ErstnQM50,Q1,4.6
R_3jcBm9ErstnQM50,Q2,3.8
R_3jcBm9ErstnQM50,Q3,3.4
R_3jcBm9ErstnQM50,Q4,3.6
R_3jcBm9ErstnQM50,Q5,3.6
R_3jcBm9ErstnQM50,Q6,4.2
R_3jcBm9ErstnQM50,Q7,3.4
R_3jcBm9ErstnQM50,TheLucky_one,3.571428571
R_3jcBm9ErstnQM50,LastFriday_night,3.428571429
R_3jcBm9ErstnQM50,ThePartys_over,3.142857143
R_3jcBm9ErstnQM50,Detrim_stable,4.714285714
R_3jcBm9ErstnQM50,Introvert,4.142857143
R_2ylLRUgCBBbu9Bs,age,2
R_2ylLRUgCBBbu9Bs,gender,0
R_2ylLRUgCBBbu9Bs,whereareyoufrom,1
R_2ylLRUgCBBbu9Bs,timelisteningtomusic,2
R_2ylLRUgCBBbu9Bs,genderrep,2
R_2ylLRUgCBBbu9Bs,idealgenderrep,7
R_2ylLRUgCBBbu9Bs,menrep,1
R_2ylLRUgCBBbu9Bs,womenrep,6
R_2ylLRUgCBBbu9Bs,lyrics,6
R_2ylLRUgCBBbu9Bs,misogynistlyrics,6
R_2ylLRUgCBBbu9Bs,feministlyrics,6
R_2ylLRUgCBBbu9Bs,genderrepimportant,6
R_2ylLRUgCBBbu9Bs,politicallyrics,5
R_2ylLRUgCBBbu9Bs,FemNeu,1
R_2ylLRUgCBBbu9Bs,Q1,4.6
R_2ylLRUgCBBbu9Bs,Q2,5.6
R_2ylLRUgCBBbu9Bs,Q3,4.2
R_2ylLRUgCBBbu9Bs,Q4,5
R_2ylLRUgCBBbu9Bs,Q5,5.8
R_2ylLRUgCBBbu9Bs,Q6,3.4
R_2ylLRUgCBBbu9Bs,Q7,5.6
R_2ylLRUgCBBbu9Bs,Roar,5
R_2ylLRUgCBBbu9Bs,NotReady_TMN,4
R_2ylLRUgCBBbu9Bs,Strongeer,5.714285714
R_2ylLRUgCBBbu9Bs,GoodOl_BC,4.428571429
R_2ylLRUgCBBbu9Bs,Venom,5.285714286
R_10MFlOlgevKqRxs,age,2
R_10MFlOlgevKqRxs,gender,0
R_10MFlOlgevKqRxs,whereareyoufrom,1
R_10MFlOlgevKqRxs,timelisteningtomusic,2
R_10MFlOlgevKqRxs,genderrep,5
R_10MFlOlgevKqRxs,idealgenderrep,7
R_10MFlOlgevKqRxs,menrep,2
R_10MFlOlgevKqRxs,womenrep,2
R_10MFlOlgevKqRxs,lyrics,5
R_10MFlOlgevKqRxs,misogynistlyrics,6
R_10MFlOlgevKqRxs,feministlyrics,4
R_10MFlOlgevKqRxs,genderrepimportant,4
R_10MFlOlgevKqRxs,politicallyrics,2
R_10MFlOlgevKqRxs,FemNeu,0
R_10MFlOlgevKqRxs,Q1,3.8
R_10MFlOlgevKqRxs,Q2,4.4
R_10MFlOlgevKqRxs,Q3,4
R_10MFlOlgevKqRxs,Q4,3.6
R_10MFlOlgevKqRxs,Q5,3.6
R_10MFlOlgevKqRxs,Q6,4
R_10MFlOlgevKqRxs,Q7,4
R_10MFlOlgevKqRxs,WideOpen_spaces,4
R_10MFlOlgevKqRxs,Work_bitch,4
R_10MFlOlgevKqRxs,Detrim_stable,3.714285714
R_10MFlOlgevKqRxs,Rainbow,3.857142857
R_10MFlOlgevKqRxs,Introvert,4
R_3EWM2NyvIuZemfW,age,2
R_3EWM2NyvIuZemfW,gender,0
R_3EWM2NyvIuZemfW,whereareyoufrom,1
R_3EWM2NyvIuZemfW,timelisteningtomusic,4
R_3EWM2NyvIuZemfW,genderrep,6
R_3EWM2NyvIuZemfW,idealgenderrep,3
R_3EWM2NyvIuZemfW,menrep,1
R_3EWM2NyvIuZemfW,womenrep,1
R_3EWM2NyvIuZemfW,lyrics,6
R_3EWM2NyvIuZemfW,misogynistlyrics,5
R_3EWM2NyvIuZemfW,feministlyrics,5
R_3EWM2NyvIuZemfW,genderrepimportant,2
R_3EWM2NyvIuZemfW,politicallyrics,3
R_3EWM2NyvIuZemfW,FemNeu,0
R_3EWM2NyvIuZemfW,Q1,4.4
R_3EWM2NyvIuZemfW,Q2,4.8
R_3EWM2NyvIuZemfW,Q3,4.6
R_3EWM2NyvIuZemfW,Q4,3.8
R_3EWM2NyvIuZemfW,Q5,4.6
R_3EWM2NyvIuZemfW,Q6,2.6
R_3EWM2NyvIuZemfW,Q7,3.8
R_3EWM2NyvIuZemfW,TheLucky_one,4.571428571
R_3EWM2NyvIuZemfW,LastFriday_night,5
R_3EWM2NyvIuZemfW,ThePartys_over,2.714285714
R_3EWM2NyvIuZemfW,Ghetto_gospel,4.571428571
R_3EWM2NyvIuZemfW,Schoolin_life,3.571428571
R_27paUZhx89h9PIr,age,2
R_27paUZhx89h9PIr,gender,0
R_27paUZhx89h9PIr,whereareyoufrom,5
R_27paUZhx89h9PIr,timelisteningtomusic,1
R_27paUZhx89h9PIr,genderrep,4
R_27paUZhx89h9PIr,idealgenderrep,6
R_27paUZhx89h9PIr,menrep,2
R_27paUZhx89h9PIr,womenrep,2
R_27paUZhx89h9PIr,lyrics,6
R_27paUZhx89h9PIr,misogynistlyrics,5
R_27paUZhx89h9PIr,feministlyrics,5
R_27paUZhx89h9PIr,genderrepimportant,5
R_27paUZhx89h9PIr,politicallyrics,4
R_27paUZhx89h9PIr,FemNeu,1
R_27paUZhx89h9PIr,Q1,5.4
R_27paUZhx89h9PIr,Q2,5.2
R_27paUZhx89h9PIr,Q3,4
R_27paUZhx89h9PIr,Q4,4.4
R_27paUZhx89h9PIr,Q5,4.2
R_27paUZhx89h9PIr,Q6,1.8
R_27paUZhx89h9PIr,Q7,6.2
R_27paUZhx89h9PIr,The_man,4.285714286
R_27paUZhx89h9PIr,NotReady_TMN,3.714285714
R_27paUZhx89h9PIr,KeepYa_HU,5.428571429
R_27paUZhx89h9PIr,Grown_woman,4.428571429
R_27paUZhx89h9PIr,Venom,4.428571429
R_2tJOp5tTwTFztiG,age,3
R_2tJOp5tTwTFztiG,gender,1
R_2tJOp5tTwTFztiG,whereareyoufrom,1
R_2tJOp5tTwTFztiG,timelisteningtomusic,1
R_2tJOp5tTwTFztiG,genderrep,5
R_2tJOp5tTwTFztiG,idealgenderrep,6
R_2tJOp5tTwTFztiG,menrep,3
R_2tJOp5tTwTFztiG,womenrep,5
R_2tJOp5tTwTFztiG,lyrics,2
R_2tJOp5tTwTFztiG,misogynistlyrics,5
R_2tJOp5tTwTFztiG,feministlyrics,2
R_2tJOp5tTwTFztiG,genderrepimportant,3
R_2tJOp5tTwTFztiG,politicallyrics,2
R_2tJOp5tTwTFztiG,FemNeu,1
R_2tJOp5tTwTFztiG,Q1,4.4
R_2tJOp5tTwTFztiG,Q2,4.2
R_2tJOp5tTwTFztiG,Q3,4.4
R_2tJOp5tTwTFztiG,Q4,3.2
R_2tJOp5tTwTFztiG,Q5,5
R_2tJOp5tTwTFztiG,Q6,6
R_2tJOp5tTwTFztiG,Q7,3.4
R_2tJOp5tTwTFztiG,The_man,3.285714286
R_2tJOp5tTwTFztiG,Strongeer,4
R_2tJOp5tTwTFztiG,YouDont_om,4.714285714
R_2tJOp5tTwTFztiG,KeepYa_HU,4.142857143
R_2tJOp5tTwTFztiG,Venom,2.857142857
R_2sSX1ntrQROZKkf,age,2
R_2sSX1ntrQROZKkf,gender,0
R_2sSX1ntrQROZKkf,whereareyoufrom,1
R_2sSX1ntrQROZKkf,timelisteningtomusic,4
R_2sSX1ntrQROZKkf,genderrep,3
R_2sSX1ntrQROZKkf,idealgenderrep,7
R_2sSX1ntrQROZKkf,menrep,2
R_2sSX1ntrQROZKkf,womenrep,3
R_2sSX1ntrQROZKkf,lyrics,6
R_2sSX1ntrQROZKkf,misogynistlyrics,5
R_2sSX1ntrQROZKkf,feministlyrics,5
R_2sSX1ntrQROZKkf,genderrepimportant,2
R_2sSX1ntrQROZKkf,politicallyrics,3
R_2sSX1ntrQROZKkf,FemNeu,1
R_2sSX1ntrQROZKkf,Q1,4.8
R_2sSX1ntrQROZKkf,Q2,3.4
R_2sSX1ntrQROZKkf,Q3,3.6
R_2sSX1ntrQROZKkf,Q4,3.8
R_2sSX1ntrQROZKkf,Q5,5.2
R_2sSX1ntrQROZKkf,Q6,2.8
R_2sSX1ntrQROZKkf,Q7,3.6
R_2sSX1ntrQROZKkf,Roar,3
R_2sSX1ntrQROZKkf,Strongeer,3.428571429
R_2sSX1ntrQROZKkf,YouDont_om,4.857142857
R_2sSX1ntrQROZKkf,Ladies_first,4.571428571
R_2sSX1ntrQROZKkf,GoodOl_BC,3.571428571
R_0V5QU0p8M52jZU5,age,2
R_0V5QU0p8M52jZU5,gender,0
R_0V5QU0p8M52jZU5,whereareyoufrom,1
R_0V5QU0p8M52jZU5,timelisteningtomusic,2
R_0V5QU0p8M52jZU5,genderrep,2
R_0V5QU0p8M52jZU5,idealgenderrep,7
R_0V5QU0p8M52jZU5,menrep,2
R_0V5QU0p8M52jZU5,womenrep,5
R_0V5QU0p8M52jZU5,lyrics,6
R_0V5QU0p8M52jZU5,misogynistlyrics,4
R_0V5QU0p8M52jZU5,feministlyrics,7
R_0V5QU0p8M52jZU5,genderrepimportant,6
R_0V5QU0p8M52jZU5,politicallyrics,5
R_0V5QU0p8M52jZU5,FemNeu,0
R_0V5QU0p8M52jZU5,Q1,6
R_0V5QU0p8M52jZU5,Q2,5.6
R_0V5QU0p8M52jZU5,Q3,4.4
R_0V5QU0p8M52jZU5,Q4,4.6
R_0V5QU0p8M52jZU5,Q5,5.2
R_0V5QU0p8M52jZU5,Q6,6
R_0V5QU0p8M52jZU5,Q7,3.4
R_0V5QU0p8M52jZU5,TheLucky_one,4.428571429
R_0V5QU0p8M52jZU5,Work_bitch,4.285714286
R_0V5QU0p8M52jZU5,Detrim_stable,4.285714286
R_0V5QU0p8M52jZU5,Ghetto_gospel,4.285714286
R_0V5QU0p8M52jZU5,Schoolin_life,5
R_1Qo2kUP9IL1500D,age,2
R_1Qo2kUP9IL1500D,gender,1
R_1Qo2kUP9IL1500D,whereareyoufrom,1
R_1Qo2kUP9IL1500D,timelisteningtomusic,3
R_1Qo2kUP9IL1500D,genderrep,7
R_1Qo2kUP9IL1500D,idealgenderrep,4
R_1Qo2kUP9IL1500D,menrep,6
R_1Qo2kUP9IL1500D,womenrep,2
R_1Qo2kUP9IL1500D,lyrics,6
R_1Qo2kUP9IL1500D,misogynistlyrics,3
R_1Qo2kUP9IL1500D,feministlyrics,5
R_1Qo2kUP9IL1500D,genderrepimportant,1
R_1Qo2kUP9IL1500D,politicallyrics,2
R_1Qo2kUP9IL1500D,FemNeu,0
R_1Qo2kUP9IL1500D,Q1,3.8
R_1Qo2kUP9IL1500D,Q2,5.4
R_1Qo2kUP9IL1500D,Q3,2
R_1Qo2kUP9IL1500D,Q4,2.6
R_1Qo2kUP9IL1500D,Q5,2.6
R_1Qo2kUP9IL1500D,Q6,1.8
R_1Qo2kUP9IL1500D,Q7,2.4
R_1Qo2kUP9IL1500D,TheLucky_one,3
R_1Qo2kUP9IL1500D,WideOpen_spaces,3
R_1Qo2kUP9IL1500D,Work_bitch,2.571428571
R_1Qo2kUP9IL1500D,Detrim_stable,2.428571429
R_1Qo2kUP9IL1500D,Ghetto_gospel,3.714285714
R_2XoMpoyU9c513eT,age,2
R_2XoMpoyU9c513eT,gender,0
R_2XoMpoyU9c513eT,whereareyoufrom,1
R_2XoMpoyU9c513eT,timelisteningtomusic,4
R_2XoMpoyU9c513eT,genderrep,1
R_2XoMpoyU9c513eT,idealgenderrep,7
R_2XoMpoyU9c513eT,menrep,1
R_2XoMpoyU9c513eT,womenrep,5
R_2XoMpoyU9c513eT,lyrics,5
R_2XoMpoyU9c513eT,misogynistlyrics,6
R_2XoMpoyU9c513eT,feministlyrics,7
R_2XoMpoyU9c513eT,genderrepimportant,7
R_2XoMpoyU9c513eT,politicallyrics,1
R_2XoMpoyU9c513eT,FemNeu,1
R_2XoMpoyU9c513eT,Q1,6.4
R_2XoMpoyU9c513eT,Q2,6.4
R_2XoMpoyU9c513eT,Q3,6.6
R_2XoMpoyU9c513eT,Q4,6.6
R_2XoMpoyU9c513eT,Q5,7
R_2XoMpoyU9c513eT,Q6,7
R_2XoMpoyU9c513eT,Q7,6.8
R_2XoMpoyU9c513eT,The_man,6.142857143
R_2XoMpoyU9c513eT,Strongeer,4.857142857
R_2XoMpoyU9c513eT,Ladies_first,5.857142857
R_2XoMpoyU9c513eT,Grown_woman,6.142857143
R_2XoMpoyU9c513eT,Venom,6.142857143
R_sNXIA9UIpEODQD7,age,2
R_sNXIA9UIpEODQD7,gender,0
R_sNXIA9UIpEODQD7,whereareyoufrom,1
R_sNXIA9UIpEODQD7,timelisteningtomusic,2
R_sNXIA9UIpEODQD7,genderrep,2
R_sNXIA9UIpEODQD7,idealgenderrep,6
R_sNXIA9UIpEODQD7,menrep,2
R_sNXIA9UIpEODQD7,womenrep,5
R_sNXIA9UIpEODQD7,lyrics,6
R_sNXIA9UIpEODQD7,misogynistlyrics,6
R_sNXIA9UIpEODQD7,feministlyrics,6
R_sNXIA9UIpEODQD7,genderrepimportant,5
R_sNXIA9UIpEODQD7,politicallyrics,5
R_sNXIA9UIpEODQD7,FemNeu,0
R_sNXIA9UIpEODQD7,Q1,3.6
R_sNXIA9UIpEODQD7,Q2,3.8
R_sNXIA9UIpEODQD7,Q3,3.6
R_sNXIA9UIpEODQD7,Q4,2.8
R_sNXIA9UIpEODQD7,Q5,3.8
R_sNXIA9UIpEODQD7,Q6,2.2
R_sNXIA9UIpEODQD7,Q7,2.6
R_sNXIA9UIpEODQD7,LastFriday_night,3.571428571
R_sNXIA9UIpEODQD7,WideOpen_spaces,3.285714286
R_sNXIA9UIpEODQD7,ThePartys_over,3.428571429
R_sNXIA9UIpEODQD7,Rainbow,3.142857143
R_sNXIA9UIpEODQD7,Introvert,2.571428571
R_10Ivc3DCykLmXDp,age,2
R_10Ivc3DCykLmXDp,gender,0
R_10Ivc3DCykLmXDp,whereareyoufrom,1
R_10Ivc3DCykLmXDp,timelisteningtomusic,4
R_10Ivc3DCykLmXDp,genderrep,4
R_10Ivc3DCykLmXDp,idealgenderrep,7
R_10Ivc3DCykLmXDp,menrep,2
R_10Ivc3DCykLmXDp,womenrep,7
R_10Ivc3DCykLmXDp,lyrics,6
R_10Ivc3DCykLmXDp,misogynistlyrics,6
R_10Ivc3DCykLmXDp,feministlyrics,2
R_10Ivc3DCykLmXDp,genderrepimportant,6
R_10Ivc3DCykLmXDp,politicallyrics,5
R_10Ivc3DCykLmXDp,FemNeu,0
R_10Ivc3DCykLmXDp,Q1,6.2
R_10Ivc3DCykLmXDp,Q2,5
R_10Ivc3DCykLmXDp,Q3,4
R_10Ivc3DCykLmXDp,Q4,5
R_10Ivc3DCykLmXDp,Q5,5.2
R_10Ivc3DCykLmXDp,Q6,6
R_10Ivc3DCykLmXDp,Q7,2.6
R_10Ivc3DCykLmXDp,TheLucky_one,3.571428571
R_10Ivc3DCykLmXDp,LastFriday_night,4.285714286
R_10Ivc3DCykLmXDp,WideOpen_spaces,4.857142857
R_10Ivc3DCykLmXDp,Rainbow,4.142857143
R_10Ivc3DCykLmXDp,Ghetto_gospel,4.571428571
R_2OIrD7wgcwT6DaB,age,2
R_2OIrD7wgcwT6DaB,gender,0
R_2OIrD7wgcwT6DaB,whereareyoufrom,1
R_2OIrD7wgcwT6DaB,timelisteningtomusic,1
R_2OIrD7wgcwT6DaB,genderrep,3
R_2OIrD7wgcwT6DaB,idealgenderrep,5
R_2OIrD7wgcwT6DaB,menrep,4
R_2OIrD7wgcwT6DaB,womenrep,4
R_2OIrD7wgcwT6DaB,lyrics,7
R_2OIrD7wgcwT6DaB,misogynistlyrics,7
R_2OIrD7wgcwT6DaB,feministlyrics,2
R_2OIrD7wgcwT6DaB,genderrepimportant,6
R_2OIrD7wgcwT6DaB,politicallyrics,3
R_2OIrD7wgcwT6DaB,FemNeu,1
R_2OIrD7wgcwT6DaB,Q1,4.2
R_2OIrD7wgcwT6DaB,Q2,4.4
R_2OIrD7wgcwT6DaB,Q3,5.6
R_2OIrD7wgcwT6DaB,Q4,4.4
R_2OIrD7wgcwT6DaB,Q5,4.4
R_2OIrD7wgcwT6DaB,Q6,3.2
R_2OIrD7wgcwT6DaB,Q7,5.4
R_2OIrD7wgcwT6DaB,The_man,4.428571429
R_2OIrD7wgcwT6DaB,Strongeer,4.285714286
R_2OIrD7wgcwT6DaB,Ladies_first,4.857142857
